제작품,만드는 작업대 수,가장 빠른 작업대,1개당 작업량(최고 속도),전체 작업대(1개당 작업량),key
화려한 로브,2,전기 재봉 작업대,3478,"전기 재봉 작업대(3478), 재봉 작업대(3810)",T:Apparel_RobeRoyal
화물운송 유닛 조립,1,밀리라 드론 인쇄기,2783,밀리라 드론 인쇄기(2783),R:Milira_MakeDrone_Freight
화염병,1,기계 작업대,1043,기계 작업대(1043),T:Weapon_GrenadeMolotov
화학 폐기물,3,전기 재활용 작업대,218,"전기 재활용 작업대(218), 재활용 작업대(267), 간이 제작 장소(545)",T:VRecyclingE_ReactiveChempack
화학연료,3,연료 정제기,11,"연료 정제기(11), 전기 재활용 작업대(116), 재활용 작업대(142)",T:Chemfuel
활력의 룬 I,1,룬 작업대,800,룬 작업대(800),T:Isekai_Rune_Vitality
활력의 룬 II,1,룬 작업대,1040,룬 작업대(1040),T:Isekai_Rune_Vitality_II
활력의 룬 III,1,룬 작업대,1280,룬 작업대(1280),T:Isekai_Rune_Vitality_III
활력의 룬 IV,1,룬 작업대,1600,룬 작업대(1600),T:Isekai_Rune_Vitality_IV
활력의 룬 V,1,룬 작업대,2000,룬 작업대(2000),T:Isekai_Rune_Vitality_V
황색 부적,3,전기 재봉 작업대,696,"전기 재봉 작업대(696), 재봉 작업대(762), 모에로틀 방직기(3636)",T:RM_YellowIncantation
회맥단 반죽,1,모에로틀 제약대,1000,모에로틀 제약대(1000),T:Axolotl_herbsIngredient
회복 약초 연고,2,약물 연구대,286,"약물 연구대(286), 간이 제작 장소(545)",T:VV_RestorativeHerbalOintment
회피의 룬 I,1,룬 작업대,800,룬 작업대(800),T:Isekai_Rune_Evasion
회피의 룬 II,1,룬 작업대,1040,룬 작업대(1040),T:Isekai_Rune_Evasion_II
회피의 룬 III,1,룬 작업대,1280,룬 작업대(1280),T:Isekai_Rune_Evasion_III
회피의 룬 IV,1,룬 작업대,1600,룬 작업대(1600),T:Isekai_Rune_Evasion_IV
회피의 룬 V,1,룬 작업대,2000,룬 작업대(2000),T:Isekai_Rune_Evasion_V
후각 증폭기,1,조립 작업대,4522,조립 작업대(4522),T:GastroAnalyzer
휴대용 레일건,1,태양 용광로,64286,태양 용광로(64286),T:Milira_HandRailGun
휴대용 저각 보호막,1,기계 작업대,2435,기계 작업대(2435),T:Apparel_PackBroadshield
휴대용 크레이돌 통신기,1,밀리라 범용 작업대,2609,밀리라 범용 작업대(2609),T:PLAMilira_Apparel_PortableConsole
휴대용 하늘깃털 교회 통신기,1,밀리라 범용 작업대,2609,밀리라 범용 작업대(2609),T:PLAMilira_Apparel_Church_PortableConsole
흑체 복사 챔버,1,밀리라 범용 작업대,522,밀리라 범용 작업대(522),T:PLAMilira_SolarCrystalReactor
흡혈의 룬 I,1,룬 작업대,1000,룬 작업대(1000),T:Isekai_Rune_Vampirism
흡혈의 룬 II,1,룬 작업대,1300,룬 작업대(1300),T:Isekai_Rune_Vampirism_II
흡혈의 룬 III,1,룬 작업대,1600,룬 작업대(1600),T:Isekai_Rune_Vampirism_III
흡혈의 룬 IV,1,룬 작업대,2000,룬 작업대(2000),T:Isekai_Rune_Vampirism_IV
흡혈의 룬 V,1,룬 작업대,2500,룬 작업대(2500),T:Isekai_Rune_Vampirism_V
히잡,2,전기 재봉 작업대,313,"전기 재봉 작업대(313), 재봉 작업대(343)",T:Apparel_Broadwrap
