아이템,모드,제작,제작 작업대,구할 수 없는 재료,기타 획득 경로,추정 경로(다른 정의가 언급),공허 추출기 허용,분류,defName
FAF-14 스피어,Milira:Wings of Democracy,제작 가능,태양 용광로,,,,,WeaponsRanged,PLAMilira_Spear
W.A.S.P. 발사기,Milira:Wings of Democracy,제작 가능,태양 용광로,,,,,WeaponsRanged,PLAMilira_WASP
공중폭발 집중 이온 방출기,Milira:Wings of Democracy,제작 가능,태양 용광로,,,,,WeaponsRanged,PLAMilira_AirburstRocketLauncher
궁니르,Milira:Wings of Democracy,제작 가능,태양 용광로,,,,,WeaponsMelee,PLAMilira_Gungnir
낡은 편지,Milira:Wings of Democracy,,,,궤도 상인 구매,,,Milira_InformationLetter,PLAMilira_QuestLetter_Skuld_Student
대물 저격총 VBW-1,Milira:Wings of Democracy,제작 가능,밀리라 범용 작업대,,,,,WeaponsRanged,PLAMilira_AntiMateriel_Rifle
디-에스컬레이터 GL-52,Milira:Wings of Democracy,제작 가능,태양 용광로,,,,,WeaponsRanged,PLAMilira_Escalator
레이 SG 트라이던트,Milira:Wings of Democracy,제작 가능,태양 용광로,,,,,WeaponsRanged,Milira_RaySG_Trident
레이저 부유 유닛 팩,Milira:Wings of Democracy,제작 가능,"밀리라 범용 작업대, 밀리라 드론 인쇄기",,궤도 상인 구매,"AlienRace.ThingDef_AlienRace: Dragonian_Prime_DP2Unofficial, AlienRace.ThingDef_AlienRace: Dragonian_Race, AlienRace.ThingDef_AlienRace: Milian_Race, AlienRace.ThingDef_AlienRace: Milira_Race",,Milira_Apparel_Utility,PLAMilira_LaserPack
레이저포,Milira:Wings of Democracy,제작 가능,태양 용광로,,,,,WeaponsRanged,PLAMilira_Laser_Cannon
밀리라 레비아탄 갑옷,Milira:Wings of Democracy,제작 가능,태양 용광로,,,AlienRace.ThingDef_AlienRace: Milira_Race,,Milira_Apparel_OnSkin,Milira_LeviathanArmor
밀리라의 레이피어,Milira:Wings of Democracy,제작 가능,태양 용광로,,,,,WeaponsMelee,Milira_Rapier
발화 브레이커,Milira:Wings of Democracy,제작 가능,밀리라 범용 작업대,,,,,WeaponsRanged,PLAMilira_Solar_Breaker
비시노에 부유 유닛 팩,Milira:Wings of Democracy,제작 가능,"밀리라 범용 작업대, 밀리라 드론 인쇄기",,궤도 상인 구매,"AlienRace.ThingDef_AlienRace: Dragonian_Prime_DP2Unofficial, AlienRace.ThingDef_AlienRace: Dragonian_Race, AlienRace.ThingDef_AlienRace: Milian_Race, AlienRace.ThingDef_AlienRace: Milira_Race",,Milira_Apparel_Utility,PLAMilira_VisjnoePack
성스러운 핵 - 아르고,Milira:Wings of Democracy,제작 가능,밀리라 범용 작업대,,,,,BodyPartsMechtech,PLAMilira_Star_Argo
성스러운 핵 - 알루드라,Milira:Wings of Democracy,제작 가능,밀리라 범용 작업대,,,,,BodyPartsMechtech,PLAMilira_Star_Aludra
성스러운 핵 - 텐고,Milira:Wings of Democracy,제작 가능,밀리라 범용 작업대,,,,,BodyPartsMechtech,PLAMilira_Star_Tengo
스피어 건 S-11,Milira:Wings of Democracy,제작 가능,밀리라 범용 작업대,,,,,WeaponsRanged,PLAMilira_Speargun
아크 부유 유닛 팩,Milira:Wings of Democracy,제작 가능,"밀리라 범용 작업대, 밀리라 드론 인쇄기",,궤도 상인 구매,"AlienRace.ThingDef_AlienRace: Dragonian_Prime_DP2Unofficial, AlienRace.ThingDef_AlienRace: Dragonian_Race, AlienRace.ThingDef_AlienRace: Milian_Race, AlienRace.ThingDef_AlienRace: Milira_Race",,Milira_Apparel_Utility,PLAMilira_ElcPack
아크 투척기,Milira:Wings of Democracy,제작 가능,태양 용광로,,,,,WeaponsRanged,PLAMilira_Arc_Thrower
암호화 단말기,Milira:Wings of Democracy,,,,궤도 상인 구매,"AlienRace.ThingDef_AlienRace: Dragonian_Prime_DP2Unofficial, AlienRace.ThingDef_AlienRace: Dragonian_Race, AlienRace.ThingDef_AlienRace: Milian_Race, AlienRace.ThingDef_AlienRace: Milira_Race",,Milira_Apparel_Utility,PLAMilira_Apparel_SecretConsole
에포크 플라즈마포,Milira:Wings of Democracy,제작 가능,태양 용광로,,,,,WeaponsRanged,Milira_PlasmaCannon_Epoch
오토캐논,Milira:Wings of Democracy,제작 가능,태양 용광로,,,,,WeaponsRanged,PLAMilira_Autocannon
위대한 마법의 삐삐,Milira:Wings of Democracy,제작 가능,밀리라 범용 작업대,,궤도 상인 구매,"AlienRace.AlienBackstoryDef: Milira_Index, AlienRace.ThingDef_AlienRace: Dragonian_Prime_DP2Unofficial, AlienRace.ThingDef_AlienRace: Dragonian_Race, AlienRace.ThingDef_AlienRace: Milian_Race, AlienRace.ThingDef_AlienRace: Milira_Race",,Milira_Apparel_Utility,PLAMilira_Apparel_IndexConsole
유도 신호기,Milira:Wings of Democracy,,,,궤도 상인 구매,,,Manufactured,PLAMilira_HarrierBallModel
이럽터,Milira:Wings of Democracy,제작 가능,태양 용광로,,,,,WeaponsRanged,PLAMilira_Plasma_Eruptor
"이온 경기관총 ""스털워트""",Milira:Wings of Democracy,제작 가능,태양 용광로,,,,,WeaponsRanged,PLAMilira_Stalwart
이온 레일건 RS-422,Milira:Wings of Democracy,제작 가능,태양 용광로,,,,,WeaponsRanged,PLAMilira_RailGun
이중 자유 DBS-2,Milira:Wings of Democracy,제작 가능,밀리라 범용 작업대,,,,,WeaponsRanged,PLAMilira_DBS
일기장 조각 1,Milira:Wings of Democracy,,,,궤도 상인 구매,PrefabDef: PLAMilira_Student_Site,,Milira_InformationLetter,PLAMilira_QuestLetter_Skuld_Student_A
일기장 조각 10,Milira:Wings of Democracy,,,,궤도 상인 구매,PrefabDef: PLAMilira_Student_Site,,Milira_InformationLetter,PLAMilira_QuestLetter_Skuld_Student_J
일기장 조각 2,Milira:Wings of Democracy,,,,궤도 상인 구매,PrefabDef: PLAMilira_Student_Site,,Milira_InformationLetter,PLAMilira_QuestLetter_Skuld_Student_B
일기장 조각 3,Milira:Wings of Democracy,,,,궤도 상인 구매,PrefabDef: PLAMilira_Student_Site,,Milira_InformationLetter,PLAMilira_QuestLetter_Skuld_Student_C
일기장 조각 4,Milira:Wings of Democracy,,,,궤도 상인 구매,PrefabDef: PLAMilira_Student_Site,,Milira_InformationLetter,PLAMilira_QuestLetter_Skuld_Student_D
일기장 조각 5,Milira:Wings of Democracy,,,,궤도 상인 구매,PrefabDef: PLAMilira_Student_Site,,Milira_InformationLetter,PLAMilira_QuestLetter_Skuld_Student_E
일기장 조각 6,Milira:Wings of Democracy,,,,궤도 상인 구매,PrefabDef: PLAMilira_Student_Site,,Milira_InformationLetter,PLAMilira_QuestLetter_Skuld_Student_F
일기장 조각 7,Milira:Wings of Democracy,,,,궤도 상인 구매,PrefabDef: PLAMilira_Student_Site,,Milira_InformationLetter,PLAMilira_QuestLetter_Skuld_Student_G
일기장 조각 8,Milira:Wings of Democracy,,,,궤도 상인 구매,PrefabDef: PLAMilira_Student_Site,,Milira_InformationLetter,PLAMilira_QuestLetter_Skuld_Student_H
일기장 조각 9,Milira:Wings of Democracy,,,,궤도 상인 구매,PrefabDef: PLAMilira_Student_Site,,Milira_InformationLetter,PLAMilira_QuestLetter_Skuld_Student_I
"천살성검 ""아라야""",Milira:Wings of Democracy,제작 가능,태양 용광로,,,,,WeaponsMelee,PLAMilira_Alaya
파쇄 해머 CQC-20,Milira:Wings of Democracy,제작 가능,밀리라 범용 작업대,,,,,WeaponsMelee,PLAMilira_BreachingHammer
파일: 균열 5486,Milira:Wings of Democracy,,,,궤도 상인 구매,PrefabDef: Naglfar_VI_II,,Milira_InformationLetter,PLAMilira_InformationLetterIX_Naglfar
파일: 균열 5490,Milira:Wings of Democracy,,,,궤도 상인 구매,PrefabDef: Naglfar_VI_III,,Milira_InformationLetter,PLAMilira_InformationLetterX_Naglfar
파일: 밀리라 5326,Milira:Wings of Democracy,,,,궤도 상인 구매,PrefabDef: Naglfar_II,,Milira_InformationLetter,PLAMilira_InformationLetterI_Naglfar
파일: 밀리라 5394,Milira:Wings of Democracy,,,,궤도 상인 구매,PrefabDef: Naglfar_II,,Milira_InformationLetter,PLAMilira_InformationLetterII_Naglfar
파일: 밀리라 5405,Milira:Wings of Democracy,,,,궤도 상인 구매,PrefabDef: Naglfar_III,,Milira_InformationLetter,PLAMilira_InformationLetterIII_Naglfar
파일: 밀리라 5414,Milira:Wings of Democracy,,,,궤도 상인 구매,PrefabDef: Naglfar_III,,Milira_InformationLetter,PLAMilira_InformationLetterIV_Naglfar
파일: 밀리라 5424,Milira:Wings of Democracy,,,,궤도 상인 구매,PrefabDef: Naglfar_IV,,Milira_InformationLetter,PLAMilira_InformationLetterV_Naglfar
파일: 밀리라 5449,Milira:Wings of Democracy,,,,궤도 상인 구매,PrefabDef: Naglfar_IV,,Milira_InformationLetter,PLAMilira_InformationLetterVI_Naglfar
파일: 밀리라 5464,Milira:Wings of Democracy,,,,궤도 상인 구매,PrefabDef: Naglfar_V,,Milira_InformationLetter,PLAMilira_InformationLetterVII_Naglfar
플라즈마 럼블러포,Milira:Wings of Democracy,제작 가능,태양 용광로,,,,,WeaponsRanged,Milira_Rumbler_Splitting
피 묻은 파일: 배신 5486,Milira:Wings of Democracy,,,,궤도 상인 구매,PrefabDef: Naglfar_VI_I,,Milira_InformationLetter,PLAMilira_InformationLetterVIII_Naglfar
휴대용 영사기,Milira:Wings of Democracy,,,,궤도 상인 구매,"AlienRace.ThingDef_AlienRace: Dragonian_Prime_DP2Unofficial, AlienRace.ThingDef_AlienRace: Dragonian_Race, AlienRace.ThingDef_AlienRace: Milian_Race, AlienRace.ThingDef_AlienRace: Milira_Race",,Milira_Apparel_Utility,Milira_DropProjectionNodePack
휴대용 크레이돌 통신기,Milira:Wings of Democracy,제작 가능,밀리라 범용 작업대,,궤도 상인 구매,"AlienRace.ThingDef_AlienRace: Dragonian_Prime_DP2Unofficial, AlienRace.ThingDef_AlienRace: Dragonian_Race, AlienRace.ThingDef_AlienRace: Milian_Race, AlienRace.ThingDef_AlienRace: Milira_Race",,Milira_Apparel_Utility,PLAMilira_Apparel_PortableConsole
휴대용 하늘깃털 교회 통신기,Milira:Wings of Democracy,제작 가능,밀리라 범용 작업대,,궤도 상인 구매,"AlienRace.ThingDef_AlienRace: Dragonian_Prime_DP2Unofficial, AlienRace.ThingDef_AlienRace: Dragonian_Race, AlienRace.ThingDef_AlienRace: Milian_Race, AlienRace.ThingDef_AlienRace: Milira_Race",,Milira_Apparel_Utility,PLAMilira_Apparel_Church_PortableConsole
흑체 복사 챔버,Milira:Wings of Democracy,제작 가능,밀리라 범용 작업대,,,퀘스트·보상: PLAMilira_Order,,Manufactured,PLAMilira_SolarCrystalReactor
고송결,MoeLotl Faction Expand,,,,궤도 상인 구매,,,Axolotl_Book_Cult_Rock,Axolotl_Book_WitheringAndBlooming
모에로틀 격세 가면,MoeLotl Faction Expand,제작 가능,"전기 단조 작업대, 단조 작업대",,적 장비 노획,"AlienRace.ThingDef_AlienRace: Axolotl, 아이템 사용·개봉: 모에로틀 구유 외투, 아이템 사용·개봉: 모에로틀 적괴 영의",,Axolotl_ArmorHeadgear,Axolotl_VeilOfWorldsApart
모에로틀 구유 외투,MoeLotl Faction Expand,제작 가능,"전기 재봉 작업대, 재봉 작업대, 모에로틀 방직기, 모에로틀 기계 방직기",,적 장비 노획,"AlienRace.ThingDef_AlienRace: Axolotl, 능력·유전자: Hediff_ForceWearAfterDelay_Luoyan, 아이템 사용·개봉: 모에로틀 격세 가면, 아이템 사용·개봉: 모에로틀 적괴 영의",,Axolotl_LotlQiApparel,Axolotl_ScarletGarment
모에로틀 구혼번,MoeLotl Faction Expand,제작 가능,"전기 단조 작업대, 단조 작업대",,적 장비 노획,AlienRace.ThingDef_AlienRace: Axolotl,,Axolotl_BluntWeapon,Axolotl_SoulreaperPennon
모에로틀 도철 가면,MoeLotl Faction Expand,제작 가능,"전기 단조 작업대, 단조 작업대",,적 장비 노획,아이템 사용·개봉: 모에로틀 도철 전갑,,Axolotl_ArmorHeadgear,Axolotl_All-DevouringMask
모에로틀 도철 전갑,MoeLotl Faction Expand,제작 가능,"전기 재봉 작업대, 재봉 작업대, 모에로틀 방직기, 모에로틀 기계 방직기",,적 장비 노획,아이템 사용·개봉: 모에로틀 도철 가면,,Axolotl_LotlQiApparel,Axolotl_TaotieWarplate
모에로틀 동전검,MoeLotl Faction Expand,제작 가능,"전기 단조 작업대, 단조 작업대",,적 장비 노획,AlienRace.ThingDef_AlienRace: Axolotl,,Axolotl_BluntWeapon,Axolotl_CopperCoinSword
모에로틀 왕생복,MoeLotl Faction Expand,제작 가능,"전기 재봉 작업대, 재봉 작업대, 모에로틀 방직기, 모에로틀 기계 방직기",,적 장비 노획,AlienRace.ThingDef_AlienRace: Axolotl,,Axolotl_Apparel,Axolotl_GarbOfRebirth
모에로틀 읍혼 외투,MoeLotl Faction Expand,제작 가능,"전기 재봉 작업대, 재봉 작업대, 모에로틀 방직기, 모에로틀 기계 방직기",,적 장비 노획,"AlienRace.ThingDef_AlienRace: Axolotl, 아이템 사용·개봉: 모에로틀 혈모 철립",,Axolotl_LotlQiApparel,Axolotl_WeepingSpecterRobe
모에로틀 적괴 영의,MoeLotl Faction Expand,제작 가능,"전기 재봉 작업대, 재봉 작업대, 모에로틀 방직기, 모에로틀 기계 방직기",,적 장비 노획,"AlienRace.ThingDef_AlienRace: Axolotl, 능력·유전자: Hediff_ForceWearAfterDelay_Luoyan, 아이템 사용·개봉: 모에로틀 격세 가면, 아이템 사용·개봉: 모에로틀 구유 외투",,Axolotl_LotlQiApparel,Axolotl_Nine-hellRobe
모에로틀 적괴도,MoeLotl Faction Expand,제작 가능,"전기 단조 작업대, 단조 작업대",,적 장비 노획,AlienRace.ThingDef_AlienRace: Axolotl,,Axolotl_SharpWeapon,Axolotl_CrimsonBlade
모에로틀 타골창,MoeLotl Faction Expand,제작 가능,"전기 단조 작업대, 단조 작업대",,적 장비 노획,AlienRace.ThingDef_AlienRace: Axolotl,,Axolotl_SharpWeapon,Axolotl_Bone-SpitterSpear
모에로틀 혈모 철립,MoeLotl Faction Expand,제작 가능,"전기 단조 작업대, 단조 작업대",,적 장비 노획,"AlienRace.ThingDef_AlienRace: Axolotl, 아이템 사용·개봉: 모에로틀 읍혼 외투",,Axolotl_ArmorHeadgear,Axolotl_Crimson-EyeVeil
악장결,MoeLotl Faction Expand,,,,궤도 상인 구매,,,Axolotl_Book_Cult_Rock,Axolotl_Book_DecayFadesToMistVanishing
오염된 고기,MoeLotl Faction Expand,,,,적 장비 노획,아이템 사용·개봉: 적혈단,,Axolotl_Speical,Axolotl_BloodIngredient
적혈단,MoeLotl Faction Expand,제작 가능,모에로틀 제약대,,적 장비 노획,"설비 기능: 통천의, 설비 기능: 통천정",,Axolotl_Speical,Axolotl_CrimsonBloodPill
고공기,MoeLotl Race,,,,"궤도 상인 구매, 상인 구매",,,Axolotl_Book_Auxi,Axolotl_Book_TomeOfArtisanExcellence
공현술,MoeLotl Race,,,,"궤도 상인 구매, 상인 구매",,,Axolotl_Book_Outg,Axolotl_Book_BowstringDominionArt
농경학,MoeLotl Race,,,,"궤도 상인 구매, 상인 구매",,,Axolotl_Book_Auxi,Axolotl_Book_TreatiseOnAgrarianArts
뇌정지서 (1권),MoeLotl Race,,,,"궤도 상인 구매, 상인 구매",,,Axolotl_Book_Level_Thunder,Axolotl_BookThunder_1Level
뇌정지서 (2권),MoeLotl Race,,,,"궤도 상인 구매, 상인 구매",,,Axolotl_Book_Level_Thunder,Axolotl_BookThunder_2Level
뇌정지서 (3권),MoeLotl Race,,,,"궤도 상인 구매, 상인 구매",,,Axolotl_Book_Level_Thunder,Axolotl_BookThunder_3Level
뇌정지서 (4권),MoeLotl Race,,,,"궤도 상인 구매, 상인 구매",,,Axolotl_Book_Level_Thunder,Axolotl_BookThunder_4Level
뇌정지서 (5권),MoeLotl Race,,,,"궤도 상인 구매, 상인 구매",,,Axolotl_Book_Level_Thunder,Axolotl_BookThunder_5Level
모에로틀 간,MoeLotl Race,제작 가능,"전기 단조 작업대, 단조 작업대",,"궤도 상인 구매, 상인 구매, 적 장비 노획",AlienRace.ThingDef_AlienRace: Axolotl,,Axolotl_BluntWeapon,Axolotl_Mace
모에로틀 검,MoeLotl Race,제작 가능,"전기 단조 작업대, 단조 작업대",,"궤도 상인 구매, 상인 구매, 적 장비 노획",AlienRace.ThingDef_AlienRace: Axolotl,,Axolotl_SharpWeapon,Axolotl_Sword
모에로틀 견암 외갑,MoeLotl Race,제작 가능,"전기 재봉 작업대, 재봉 작업대, 모에로틀 방직기, 모에로틀 기계 방직기",,"궤도 상인 구매, 상인 구매",AlienRace.ThingDef_AlienRace: Axolotl,,Axolotl_LotlQiApparel,Axolotl_StonecladCloak
모에로틀 경운 외투,MoeLotl Race,제작 가능,"전기 재봉 작업대, 재봉 작업대, 모에로틀 방직기, 모에로틀 기계 방직기",,"궤도 상인 구매, 상인 구매, 적 장비 노획",AlienRace.ThingDef_AlienRace: Axolotl,,Axolotl_LotlQiApparel,Axolotl_LightCloudRobe
모에로틀 관모,MoeLotl Race,제작 가능,"전기 재봉 작업대, 재봉 작업대, 모에로틀 방직기, 모에로틀 기계 방직기",,"궤도 상인 구매, 상인 구매",AlienRace.ThingDef_AlienRace: Axolotl,,Axolotl_Apparel,Axolotl_BlackGauzeCap
모에로틀 굉천뢰,MoeLotl Race,,,,"궤도 상인 구매, 상인 구매",AlienRace.ThingDef_AlienRace: Axolotl,,Axolotl_SpeicalWeapon,Axolotl_ElectromagneticLauncher
모에로틀 군왕관,MoeLotl Race,제작 가능,"전기 재봉 작업대, 재봉 작업대, 모에로틀 방직기, 모에로틀 기계 방직기",,"궤도 상인 구매, 상인 구매, 적 장비 노획",AlienRace.ThingDef_AlienRace: Axolotl,,Axolotl_ElegantHeadgear,Axolotl_RegalPlumHeaddress
모에로틀 군왕복,MoeLotl Race,제작 가능,"전기 재봉 작업대, 재봉 작업대, 모에로틀 방직기, 모에로틀 기계 방직기",,"궤도 상인 구매, 상인 구매, 적 장비 노획",AlienRace.ThingDef_AlienRace: Axolotl,,Axolotl_ElegantApparel,Axolotl_RegalPlumRobe
모에로틀 굴악 영의,MoeLotl Race,제작 가능,"전기 재봉 작업대, 재봉 작업대, 모에로틀 방직기, 모에로틀 기계 방직기",,"궤도 상인 구매, 상인 구매",AlienRace.ThingDef_AlienRace: Axolotl,,Axolotl_LotlQiApparel,Axolotl_CragLotlQiGarment
모에로틀 귀족 바람막이,MoeLotl Race,제작 가능,"전기 재봉 작업대, 재봉 작업대, 모에로틀 방직기, 모에로틀 기계 방직기",,"궤도 상인 구매, 상인 구매",AlienRace.ThingDef_AlienRace: Axolotl,,Axolotl_ElegantApparel,Axolotl_SumptuousWindbreaker
모에로틀 금수 외투,MoeLotl Race,제작 가능,"전기 재봉 작업대, 재봉 작업대, 모에로틀 방직기, 모에로틀 기계 방직기",,"궤도 상인 구매, 상인 구매",AlienRace.ThingDef_AlienRace: Axolotl,,Axolotl_ElegantApparel,Axolotl_SplendidCape
모에로틀 금수복,MoeLotl Race,제작 가능,"전기 재봉 작업대, 재봉 작업대, 모에로틀 방직기, 모에로틀 기계 방직기",,"궤도 상인 구매, 상인 구매",AlienRace.ThingDef_AlienRace: Axolotl,,Axolotl_ElegantApparel,Axolotl_SplendidDress
모에로틀 기린총,MoeLotl Race,제작 가능,"전기 단조 작업대, 단조 작업대",,"궤도 상인 구매, 상인 구매, 적 장비 노획",AlienRace.ThingDef_AlienRace: Axolotl,,Axolotl_LotiQiRangedWeapon,Axolotl_PlatinumFirearm
모에로틀 꼬리,MoeLotl Race,,,,"궤도 상인 구매, 상인 구매",QuestEditor_Library.CustomMapDataDef: RM_Map_BigCave,,AnimalProductRaw,Axolotl_DropTail
모에로틀 꼬리구이,MoeLotl Race,제작 가능,"전기 스토브, 스토브, 태양 조리대, 모닥불",,"궤도 상인 구매, 상인 구매",,,FoodMeals,CharredTail
모에로틀 꼬리파이,MoeLotl Race,제작 가능,"전기 스토브, 스토브, 태양 조리대",,"궤도 상인 구매, 상인 구매",,,FoodMeals,Axolotl_StargazyPie
